purchase_order_id,supplier_id,supplier_name,item_id,item_name,quantity,unit_cost,total_cost,order_date,expected_delivery,po_status
PO0729,SUP003,Metro Distributors,P109,Projector,118,21597.64,2548521.52,2024-12-04,2024-12-25,Ordered
PO0730,SUP006,Bluechip Suppliers,P109,Projector,143,21738.76,3108642.68,2023-05-13,2023-06-06,Cancelled
PO0731,SUP010,National Electronics,P112,Webcam,141,2533.74,357257.34,2023-10-11,2023-10-19,Delivered
PO0732,SUP006,Bluechip Suppliers,P104,Keyboard,66,1080.89,71338.74,2024-03-15,2024-03-20,Cancelled
PO0733,SUP005,Bluechip Suppliers,P112,Webcam,81,1919.12,155448.72,2024-03-06,2024-03-26,Delivered
PO0734,SUP007,Prime Supplies,P102,Printer,123,7292.89,897025.47,2023-01-03,2023-01-20,Delivered
PO0735,SUP002,Smart Source,P111,Desktop,32,27781.28,889000.96,2024-06-26,2024-07-26,Delivered
PO0736,SUP010,Reliable Systems,P105,Mouse,47,734.32,34513.04,2024-01-06,2024-01-21,Cancelled
PO0737,SUP003,Metro Distributors,P110,UPS,150,4368.7,655305.0,2023-01-24,2023-02-11,Delivered
PO0738,SUP008,Apex Industrial,P108,Scanner,46,5852.18,269200.28,2024-04-30,2024-05-08,Ordered
PO0739,SUP001,ABC Technologies,P103,Monitor,53,4947.2,262201.6,2024-11-26,2024-12-19,Cancelled
PO0740,SUP008,ABC Technologies,P106,Router,79,2841.57,224484.03,2024-07-09,2024-08-03,Partially Delivered
PO0741,SUP005,Global Components,P113,SSD,129,4649.31,599760.99,2024-08-17,2024-09-01,Cancelled
PO0742,SUP009,Global Components,P107,Tablet,137,14172.14,1941583.18,2023-07-27,2023-08-19,Ordered
PO0743,SUP002,Vertex Traders,P114,RAM,125,2943.8,367975.0,2024-04-18,2024-05-09,Ordered
PO0744,SUP005,Vertex Traders,P106,Router,136,2557.65,347840.4,2024-07-25,2024-08-17,Cancelled
PO0745,SUP005,Bluechip Suppliers,P103,Monitor,113,6384.26,721421.38,2023-08-04,2023-08-25,Cancelled
PO0746,SUP008,National Electronics,P107,Tablet,62,15565.82,965080.84,2023-06-09,2023-06-14,Ordered
PO0747,SUP003,Global Components,P103,Monitor,70,5824.83,407738.1,2024-11-28,2024-12-06,Ordered
PO0748,SUP009,Global Components,P111,Desktop,95,32401.67,3078158.65,2024-07-14,2024-08-13,Delivered
PO0749,SUP002,Bluechip Suppliers,P115,Headset,148,1696.56,251090.88,2024-02-01,2024-02-26,Delivered
PO0750,SUP007,National Electronics,P114,RAM,16,2829.7,45275.2,2024-05-15,2024-05-20,Ordered
PO0751,SUP004,Smart Source,P114,RAM,40,2143.67,85746.8,2024-08-23,2024-09-01,Delivered
PO0752,SUP004,Reliable Systems,P110,UPS,46,3997.72,183895.12,2024-09-13,2024-09-25,Cancelled
PO0753,SUP004,Vertex Traders,P111,Desktop,87,30754.15,2675611.05,2024-04-10,2024-04-16,Ordered
PO0754,SUP007,Bluechip Suppliers,P107,Tablet,135,14264.16,1925661.6,2024-06-07,2024-07-01,Delivered
PO0755,SUP008,Smart Source,P104,Keyboard,96,1181.33,113407.68,2024-04-01,2024-04-06,Delivered
PO0756,SUP002,Vertex Traders,P112,Webcam,35,2495.3,87335.5,2024-11-04,2024-11-15,Partially Delivered
PO0757,SUP001,Vertex Traders,P106,Router,20,2640.41,52808.2,2023-11-22,2023-12-11,Delivered
PO0758,SUP004,Bluechip Suppliers,P111,Desktop,33,29712.45,980510.85,2024-09-24,2024-10-18,Partially Delivered
PO0759,SUP009,Bluechip Suppliers,P112,Webcam,81,2012.87,163042.47,2023-11-15,2023-12-01,Delivered
PO0760,SUP001,Global Components,P102,Printer,29,7720.91,223906.39,2023-11-12,2023-12-02,Delivered
PO0761,SUP004,National Electronics,P115,Headset,68,2024.0,137632.0,2023-11-27,2023-12-03,Cancelled
PO0762,SUP009,Apex Industrial,P102,Printer,93,8860.03,823982.79,2024-02-07,2024-03-07,Ordered
PO0763,SUP010,Smart Source,P112,Webcam,19,2319.47,44069.93,2024-03-24,2024-04-12,Ordered
PO0764,SUP005,Vertex Traders,P114,RAM,46,2354.62,108312.52,2023-11-06,2023-12-06,Cancelled
PO0765,SUP005,ABC Technologies,P109,Projector,84,17612.6,1479458.4,2024-04-29,2024-05-22,Delivered
PO0766,SUP001,Global Components,P114,RAM,118,2917.22,344231.96,2024-03-13,2024-03-27,Cancelled
PO0767,SUP008,Bluechip Suppliers,P104,Keyboard,44,1321.1,58128.4,2024-05-06,2024-05-17,Delivered
PO0768,SUP008,Prime Supplies,P114,RAM,40,2494.78,99791.2,2024-05-25,2024-06-10,Delivered
PO0769,SUP009,Metro Distributors,P111,Desktop,122,26042.37,3177169.14,2024-06-05,2024-06-22,Ordered
PO0770,SUP005,Prime Supplies,P103,Monitor,32,5195.42,166253.44,2024-01-13,2024-02-09,Delivered
PO0771,SUP006,Global Components,P104,Keyboard,54,1152.05,62210.7,2024-01-20,2024-02-17,Partially Delivered
PO0772,SUP007,ABC Technologies,P111,Desktop,75,29873.06,2240479.5,2024-08-20,2024-09-07,Cancelled
PO0773,SUP005,National Electronics,P115,Headset,63,1535.92,96762.96,2024-01-29,2024-02-18,Delivered
PO0774,SUP006,Bluechip Suppliers,P112,Webcam,41,2091.56,85753.96,2024-10-09,2024-11-01,Partially Delivered
PO0775,SUP010,Global Components,P111,Desktop,31,34711.88,1076068.28,2024-05-13,2024-05-26,Cancelled
PO0776,SUP003,Global Components,P102,Printer,123,6610.57,813100.11,2023-01-14,2023-01-24,Ordered
PO0777,SUP004,Reliable Systems,P107,Tablet,28,16360.5,458094.0,2023-10-21,2023-10-29,Partially Delivered
PO0778,SUP010,Reliable Systems,P111,Desktop,132,27971.21,3692199.72,2023-03-01,2023-03-28,Delivered
PO0779,SUP003,Apex Industrial,P112,Webcam,134,2538.43,340149.62,2023-10-22,2023-10-27,Delivered
PO0780,SUP004,ABC Technologies,P109,Projector,113,17824.37,2014153.81,2024-10-14,2024-10-26,Delivered
PO0781,SUP010,National Electronics,P107,Tablet,99,18497.01,1831203.99,2023-01-31,2023-02-23,Delivered
PO0782,SUP002,Apex Industrial,P102,Printer,58,8096.22,469580.76,2024-04-08,2024-04-27,Cancelled
PO0783,SUP003,Vertex Traders,P107,Tablet,115,14974.35,1722050.25,2023-03-21,2023-03-26,Cancelled
PO0784,SUP003,Prime Supplies,P115,Headset,71,1520.08,107925.68,2023-02-02,2023-02-11,Delivered
PO0785,SUP008,National Electronics,P105,Mouse,149,505.7,75349.3,2023-08-02,2023-08-30,Delivered
PO0786,SUP001,Global Components,P115,Headset,117,1671.52,195567.84,2024-09-24,2024-10-22,Cancelled
PO0787,SUP005,Reliable Systems,P114,RAM,125,2790.27,348783.75,2023-12-02,2023-12-11,Cancelled
PO0788,SUP004,Metro Distributors,P102,Printer,80,7657.56,612604.8,2024-09-23,2024-10-03,Partially Delivered
PO0789,SUP007,Reliable Systems,P102,Printer,127,7694.56,977209.12,2024-02-09,2024-02-25,Delivered
PO0790,SUP007,Metro Distributors,P114,RAM,106,3017.45,319849.7,2023-04-23,2023-05-15,Cancelled
PO0791,SUP010,Vertex Traders,P113,SSD,42,3651.36,153357.12,2023-03-10,2023-04-02,Cancelled
PO0792,SUP003,Smart Source,P115,Headset,95,1576.33,149751.35,2023-06-11,2023-07-06,Cancelled
PO0793,SUP001,ABC Technologies,P107,Tablet,77,17458.49,1344303.73,2023-11-02,2023-11-26,Delivered
PO0794,SUP006,Vertex Traders,P115,Headset,150,1552.83,232924.5,2023-07-03,2023-07-31,Ordered
PO0795,SUP005,Reliable Systems,P112,Webcam,63,2558.47,161183.61,2023-10-05,2023-11-03,Cancelled
PO0796,SUP010,ABC Technologies,P108,Scanner,46,5739.62,264022.52,2024-07-02,2024-07-14,Partially Delivered
PO0797,SUP006,Reliable Systems,P108,Scanner,71,7951.6,564563.6,2023-03-09,2023-03-22,Cancelled
PO0798,SUP010,Metro Distributors,P112,Webcam,31,2118.84,65684.04,2024-05-08,2024-05-22,Delivered
PO0799,SUP010,Smart Source,P106,Router,33,2045.18,67490.94,2024-12-14,2025-01-13,Cancelled
PO0800,SUP001,Reliable Systems,P110,UPS,91,3684.58,335296.78,2023-05-18,2023-06-14,Ordered
PO0801,SUP007,National Electronics,P110,UPS,92,3813.75,350865.0,2024-03-27,2024-04-16,Ordered
PO0802,SUP006,Bluechip Suppliers,P109,Projector,59,15834.85,934256.15,2024-06-25,2024-07-25,Ordered
PO0803,SUP004,Global Components,P101,Laptop,35,38346.3,1342120.5,2024-07-02,2024-07-22,Partially Delivered
PO0804,SUP004,National Electronics,P104,Keyboard,31,1165.27,36123.37,2023-03-08,2023-03-21,Cancelled
PO0805,SUP001,Smart Source,P109,Projector,115,16834.97,1936021.55,2023-04-17,2023-05-17,Ordered
PO0806,SUP007,Bluechip Suppliers,P109,Projector,126,16217.47,2043401.22,2024-09-21,2024-10-17,Partially Delivered
PO0807,SUP007,Bluechip Suppliers,P107,Tablet,87,12950.57,1126699.59,2024-04-10,2024-04-16,Ordered
PO0808,SUP004,Global Components,P103,Monitor,119,6372.72,758353.68,2024-11-03,2024-11-14,Partially Delivered
PO0809,SUP007,ABC Technologies,P105,Mouse,55,685.82,37720.1,2023-07-20,2023-07-25,Ordered
PO0810,SUP006,Vertex Traders,P103,Monitor,59,4530.15,267278.85,2024-05-29,2024-06-16,Ordered
PO0811,SUP005,Global Components,P111,Desktop,93,34635.46,3221097.78,2023-05-22,2023-06-01,Ordered
PO0812,SUP001,Global Components,P105,Mouse,49,502.37,24616.13,2024-02-23,2024-03-14,Partially Delivered
PO0813,SUP003,ABC Technologies,P102,Printer,75,7751.13,581334.75,2024-08-25,2024-09-17,Ordered
PO0814,SUP009,Prime Supplies,P114,RAM,112,2573.83,288268.96,2023-09-13,2023-09-24,Delivered
PO0815,SUP004,Apex Industrial,P103,Monitor,44,5066.9,222943.6,2023-02-02,2023-02-17,Delivered
PO0816,SUP001,Global Components,P103,Monitor,55,4513.26,248229.3,2024-01-22,2024-01-31,Ordered
PO0817,SUP009,Reliable Systems,P114,RAM,29,2219.81,64374.49,2023-08-01,2023-08-14,Delivered
PO0818,SUP006,Prime Supplies,P104,Keyboard,35,1093.92,38287.2,2024-10-19,2024-10-29,Cancelled
PO0819,SUP006,National Electronics,P102,Printer,64,7169.97,458878.08,2024-09-04,2024-09-17,Partially Delivered
PO0820,SUP007,Reliable Systems,P106,Router,42,2152.41,90401.22,2023-07-10,2023-07-31,Partially Delivered
PO0821,SUP005,Apex Industrial,P110,UPS,123,4070.75,500702.25,2023-01-06,2023-01-16,Cancelled
PO0822,SUP010,Vertex Traders,P107,Tablet,59,13866.31,818112.29,2023-02-25,2023-03-25,Delivered
PO0823,SUP004,Reliable Systems,P107,Tablet,126,16301.94,2054044.44,2024-04-29,2024-05-24,Partially Delivered
PO0824,SUP002,Vertex Traders,P103,Monitor,130,6392.91,831078.3,2023-12-31,2024-01-17,Delivered
PO0825,SUP002,Reliable Systems,P107,Tablet,113,14548.11,1643936.43,2023-12-07,2023-12-30,Cancelled
PO0826,SUP004,Bluechip Suppliers,P113,SSD,109,4609.73,502460.57,2024-01-14,2024-02-13,Ordered
PO0827,SUP008,Vertex Traders,P110,UPS,116,4049.68,469762.88,2023-04-18,2023-05-01,Delivered
PO0828,SUP003,Reliable Systems,P104,Keyboard,113,1448.46,163675.98,2024-12-15,2024-12-31,Cancelled
PO0829,SUP006,Metro Distributors,P113,SSD,79,4549.28,359393.12,2024-02-08,2024-02-26,Partially Delivered
PO0830,SUP010,Bluechip Suppliers,P104,Keyboard,114,1058.73,120695.22,2024-10-11,2024-11-09,Partially Delivered
PO0831,SUP007,Smart Source,P112,Webcam,73,1907.93,139278.89,2023-07-27,2023-08-23,Delivered
PO0832,SUP008,National Electronics,P105,Mouse,36,586.46,21112.56,2023-03-25,2023-04-04,Delivered
PO0833,SUP004,Reliable Systems,P112,Webcam,150,2653.97,398095.5,2023-11-28,2023-12-11,Cancelled
PO0834,SUP010,ABC Technologies,P109,Projector,94,19601.77,1842566.38,2024-03-15,2024-03-27,Cancelled
PO0835,SUP005,Apex Industrial,P113,SSD,35,3673.94,128587.9,2024-07-05,2024-07-14,Cancelled
PO0836,SUP002,National Electronics,P110,UPS,70,4408.64,308604.8,2024-07-13,2024-08-12,Ordered
PO0837,SUP002,National Electronics,P106,Router,67,2632.5,176377.5,2024-05-27,2024-06-03,Delivered
PO0838,SUP008,Metro Distributors,P112,Webcam,128,1844.85,236140.8,2023-09-08,2023-09-13,Cancelled
PO0839,SUP001,Global Components,P103,Monitor,107,4541.43,485933.01,2024-12-08,2024-12-18,Partially Delivered
PO0840,SUP001,Bluechip Suppliers,P109,Projector,118,22241.95,2624550.1,2024-07-21,2024-08-17,Delivered
PO0841,SUP002,Reliable Systems,P107,Tablet,80,15887.35,1270988.0,2023-05-01,2023-05-10,Cancelled
PO0842,SUP008,National Electronics,P113,SSD,60,4002.05,240123.0,2023-11-01,2023-12-01,Delivered
PO0843,SUP003,National Electronics,P106,Router,81,2805.25,227225.25,2024-08-15,2024-09-09,Partially Delivered
PO0844,SUP002,Smart Source,P106,Router,113,2140.37,241861.81,2023-07-15,2023-08-08,Delivered
PO0845,SUP005,Bluechip Suppliers,P112,Webcam,86,1770.89,152296.54,2024-02-09,2024-03-03,Ordered
PO0846,SUP007,Reliable Systems,P111,Desktop,38,25387.18,964712.84,2024-02-28,2024-03-26,Cancelled
PO0847,SUP007,Bluechip Suppliers,P102,Printer,114,8225.39,937694.46,2024-11-19,2024-11-24,Delivered
PO0848,SUP002,National Electronics,P104,Keyboard,94,1109.16,104261.04,2023-04-24,2023-04-30,Ordered
PO0849,SUP002,National Electronics,P103,Monitor,99,6284.64,622179.36,2024-08-07,2024-08-12,Delivered
PO0850,SUP002,Metro Distributors,P110,UPS,79,4616.49,364702.71,2023-02-04,2023-03-05,Delivered
PO0851,SUP007,Smart Source,P104,Keyboard,79,1514.91,119677.89,2023-08-09,2023-08-29,Delivered
PO0852,SUP001,Apex Industrial,P111,Desktop,80,29821.84,2385747.2,2023-04-13,2023-04-27,Partially Delivered
PO0853,SUP010,Metro Distributors,P102,Printer,25,10038.05,250951.25,2024-03-20,2024-04-09,Ordered
PO0854,SUP007,ABC Technologies,P102,Printer,74,9871.35,730479.9,2023-04-04,2023-04-12,Partially Delivered
PO0855,SUP003,ABC Technologies,P110,UPS,31,4688.99,145358.69,2023-02-18,2023-03-04,Delivered
PO0856,SUP009,ABC Technologies,P109,Projector,116,22567.01,2617773.16,2023-05-02,2023-05-19,Ordered
PO0857,SUP004,Reliable Systems,P115,Headset,20,1497.44,29948.8,2023-05-28,2023-06-05,Partially Delivered
PO0858,SUP006,Metro Distributors,P105,Mouse,76,734.8,55844.8,2023-03-03,2023-03-14,Ordered
PO0859,SUP002,Smart Source,P107,Tablet,25,16689.37,417234.25,2024-08-02,2024-08-28,Ordered
PO0860,SUP008,Global Components,P104,Keyboard,149,1196.37,178259.13,2023-03-23,2023-04-07,Ordered
PO0861,SUP002,Apex Industrial,P113,SSD,136,3216.41,437431.76,2023-05-19,2023-06-18,Partially Delivered
PO0862,SUP001,Prime Supplies,P115,Headset,14,2037.38,28523.32,2023-11-07,2023-11-26,Ordered
PO0863,SUP005,Vertex Traders,P105,Mouse,33,527.19,17397.27,2024-06-30,2024-07-19,Delivered
PO0864,SUP010,Metro Distributors,P115,Headset,134,1992.4,266981.6,2023-03-18,2023-04-16,Cancelled
PO0865,SUP007,Metro Distributors,P108,Scanner,140,6275.23,878532.2,2024-01-25,2024-02-08,Ordered
PO0866,SUP005,Apex Industrial,P104,Keyboard,30,1010.25,30307.5,2024-10-14,2024-11-03,Ordered
PO0867,SUP003,Metro Distributors,P111,Desktop,107,24638.64,2636334.48,2024-08-14,2024-08-28,Delivered
PO0868,SUP004,Global Components,P102,Printer,99,7622.25,754602.75,2023-02-19,2023-02-26,Partially Delivered
PO0869,SUP007,Prime Supplies,P104,Keyboard,94,1017.76,95669.44,2024-09-03,2024-09-29,Cancelled
PO0870,SUP003,Vertex Traders,P102,Printer,114,8572.32,977244.48,2023-12-19,2024-01-03,Delivered
PO0871,SUP003,Vertex Traders,P113,SSD,137,4245.33,581610.21,2023-03-18,2023-03-23,Partially Delivered
PO0872,SUP009,Apex Industrial,P108,Scanner,26,7887.58,205077.08,2024-04-22,2024-05-15,Partially Delivered
PO0873,SUP007,Apex Industrial,P109,Projector,144,23085.17,3324264.48,2024-01-03,2024-01-21,Partially Delivered
PO0874,SUP002,Apex Industrial,P109,Projector,66,23641.76,1560356.16,2023-02-01,2023-02-17,Partially Delivered
PO0875,SUP004,Vertex Traders,P107,Tablet,125,14395.93,1799491.25,2024-11-10,2024-11-27,Partially Delivered
PO0876,SUP008,Global Components,P113,SSD,139,3513.8,488418.2,2023-05-30,2023-06-09,Cancelled
PO0877,SUP007,Vertex Traders,P103,Monitor,109,5370.1,585340.9,2024-10-31,2024-11-16,Ordered
PO0878,SUP001,Global Components,P105,Mouse,107,730.97,78213.79,2024-05-02,2024-05-07,Partially Delivered
PO0879,SUP007,Bluechip Suppliers,P114,RAM,80,2216.8,177344.0,2023-08-16,2023-08-21,Cancelled
PO0880,SUP008,Global Components,P114,RAM,56,2387.17,133681.52,2024-12-18,2025-01-08,Ordered
PO0881,SUP005,Global Components,P101,Laptop,115,33637.67,3868332.05,2024-09-05,2024-09-11,Cancelled
PO0882,SUP003,Metro Distributors,P103,Monitor,147,4737.72,696444.84,2024-04-28,2024-05-16,Ordered
PO0883,SUP003,Metro Distributors,P102,Printer,99,9732.65,963532.35,2024-11-06,2024-11-16,Delivered
PO0884,SUP005,ABC Technologies,P109,Projector,47,16920.24,795251.28,2024-07-23,2024-08-01,Partially Delivered
PO0885,SUP006,Apex Industrial,P108,Scanner,93,7694.04,715545.72,2024-06-22,2024-07-03,Partially Delivered
PO0886,SUP009,Reliable Systems,P101,Laptop,10,31593.79,315937.9,2023-02-09,2023-03-09,Cancelled
PO0887,SUP002,Metro Distributors,P110,UPS,39,3710.71,144717.69,2023-04-15,2023-05-12,Partially Delivered
PO0888,SUP006,Smart Source,P111,Desktop,17,33508.14,569638.38,2023-11-18,2023-11-29,Delivered
PO0889,SUP007,Reliable Systems,P103,Monitor,145,5820.92,844033.4,2023-01-08,2023-02-07,Ordered
PO0890,SUP010,Smart Source,P111,Desktop,102,35151.93,3585496.86,2024-07-23,2024-07-29,Delivered
PO0891,SUP001,Reliable Systems,P101,Laptop,42,41399.51,1738779.42,2023-01-18,2023-01-25,Ordered
PO0892,SUP004,Reliable Systems,P110,UPS,83,4938.06,409858.98,2024-12-30,2025-01-14,Ordered
PO0893,SUP009,Global Components,P110,UPS,95,4868.86,462541.7,2023-05-10,2023-06-09,Partially Delivered
PO0894,SUP003,Bluechip Suppliers,P105,Mouse,130,645.03,83853.9,2024-04-10,2024-04-24,Ordered
PO0895,SUP010,Metro Distributors,P103,Monitor,31,5939.74,184131.94,2024-11-21,2024-12-13,Ordered
PO0896,SUP001,Metro Distributors,P107,Tablet,66,17089.66,1127917.56,2024-05-24,2024-06-15,Cancelled
PO0897,SUP010,Smart Source,P109,Projector,39,21008.13,819317.07,2023-04-10,2023-04-22,Partially Delivered
PO0898,SUP010,ABC Technologies,P115,Headset,71,1911.85,135741.35,2024-02-17,2024-03-12,Partially Delivered
PO0899,SUP006,Apex Industrial,P114,RAM,94,2719.91,255671.54,2023-12-19,2024-01-08,Partially Delivered
PO0900,SUP010,ABC Technologies,P112,Webcam,15,2282.94,34244.1,2023-10-12,2023-10-22,Cancelled
PO0901,SUP005,Vertex Traders,P110,UPS,120,4319.59,518350.8,2023-02-20,2023-03-19,Delivered
PO0902,SUP001,National Electronics,P109,Projector,149,19004.87,2831725.63,2024-01-22,2024-01-29,Partially Delivered
PO0903,SUP005,Vertex Traders,P107,Tablet,127,13687.91,1738364.57,2024-04-08,2024-05-07,Cancelled
PO0904,SUP008,National Electronics,P115,Headset,21,1379.76,28974.96,2023-11-22,2023-12-01,Ordered
PO0905,SUP005,Apex Industrial,P115,Headset,67,1621.14,108616.38,2024-07-27,2024-08-03,Ordered
PO0906,SUP005,Metro Distributors,P103,Monitor,101,4927.88,497715.88,2023-01-21,2023-02-11,Cancelled
PO0907,SUP010,National Electronics,P112,Webcam,112,2351.33,263348.96,2023-06-14,2023-07-09,Partially Delivered
PO0908,SUP006,ABC Technologies,P105,Mouse,87,619.15,53866.05,2024-05-25,2024-06-04,Partially Delivered
PO0909,SUP003,Metro Distributors,P111,Desktop,57,26128.89,1489346.73,2023-05-25,2023-06-07,Partially Delivered
PO0910,SUP008,Prime Supplies,P109,Projector,11,21841.06,240251.66,2023-10-08,2023-10-15,Partially Delivered
PO0911,SUP002,Vertex Traders,P102,Printer,94,7831.23,736135.62,2024-02-12,2024-03-07,Partially Delivered
PO0912,SUP007,Prime Supplies,P106,Router,127,2220.88,282051.76,2024-08-21,2024-08-26,Cancelled
PO0913,SUP006,Smart Source,P110,UPS,106,3326.9,352651.4,2023-10-12,2023-10-22,Ordered
PO0914,SUP006,Apex Industrial,P104,Keyboard,64,1109.68,71019.52,2023-05-28,2023-06-21,Partially Delivered
PO0915,SUP009,Prime Supplies,P106,Router,56,2902.46,162537.76,2023-03-26,2023-04-10,Cancelled
PO0916,SUP007,National Electronics,P104,Keyboard,21,1140.95,23959.95,2023-05-24,2023-06-17,Delivered
PO0917,SUP005,Prime Supplies,P115,Headset,33,1638.69,54076.77,2023-04-12,2023-05-02,Delivered
PO0918,SUP008,Bluechip Suppliers,P114,RAM,43,2120.14,91166.02,2023-03-31,2023-04-18,Delivered
PO0919,SUP003,National Electronics,P115,Headset,40,1578.61,63144.4,2023-09-04,2023-09-27,Cancelled
PO0920,SUP004,Prime Supplies,P110,UPS,63,4154.71,261746.73,2023-01-06,2023-01-23,Partially Delivered
PO0921,SUP010,Prime Supplies,P113,SSD,18,4627.44,83293.92,2023-05-05,2023-05-17,Ordered
PO0922,SUP003,Prime Supplies,P105,Mouse,146,705.66,103026.36,2024-01-02,2024-01-07,Ordered
PO0923,SUP010,Metro Distributors,P107,Tablet,34,16531.4,562067.6,2023-02-19,2023-02-27,Delivered
PO0924,SUP008,Global Components,P104,Keyboard,105,1324.26,139047.3,2024-05-16,2024-06-09,Ordered
PO0925,SUP010,Vertex Traders,P101,Laptop,24,37191.91,892605.84,2023-07-08,2023-08-04,Cancelled
PO0926,SUP005,Smart Source,P102,Printer,106,7126.41,755399.46,2023-12-15,2024-01-01,Ordered
PO0927,SUP001,Smart Source,P109,Projector,104,18372.74,1910764.96,2024-09-06,2024-09-20,Delivered
PO0928,SUP004,Prime Supplies,P104,Keyboard,10,1144.25,11442.5,2023-12-19,2024-01-16,Delivered
PO0929,SUP009,Global Components,P102,Printer,108,8943.2,965865.6,2024-04-24,2024-05-13,Partially Delivered
PO0930,SUP008,ABC Technologies,P106,Router,106,2229.11,236285.66,2023-10-22,2023-11-03,Ordered
PO0931,SUP010,Global Components,P110,UPS,85,5000.97,425082.45,2023-12-28,2024-01-08,Ordered
PO0932,SUP007,Vertex Traders,P111,Desktop,125,35372.84,4421605.0,2024-03-14,2024-04-01,Ordered
PO0933,SUP007,Global Components,P106,Router,55,2616.78,143922.9,2024-10-25,2024-11-23,Delivered
PO0934,SUP006,Smart Source,P101,Laptop,50,35806.61,1790330.5,2024-12-18,2025-01-12,Ordered
PO0935,SUP003,Prime Supplies,P107,Tablet,28,17361.21,486113.88,2024-10-01,2024-10-07,Delivered
PO0936,SUP008,ABC Technologies,P102,Printer,39,8006.85,312267.15,2024-10-03,2024-10-25,Cancelled
PO0937,SUP004,Prime Supplies,P111,Desktop,132,31070.9,4101358.8,2023-07-29,2023-08-13,Delivered
PO0938,SUP003,Global Components,P104,Keyboard,134,1056.48,141568.32,2023-12-31,2024-01-23,Delivered
PO0939,SUP006,National Electronics,P107,Tablet,142,16855.05,2393417.1,2024-10-24,2024-11-14,Delivered
PO0940,SUP010,Reliable Systems,P115,Headset,137,1380.33,189105.21,2023-10-20,2023-10-29,Delivered
PO0941,SUP006,Metro Distributors,P101,Laptop,20,27933.77,558675.4,2023-09-08,2023-09-27,Delivered
PO0942,SUP003,Reliable Systems,P114,RAM,72,2891.46,208185.12,2023-03-16,2023-03-27,Cancelled
PO0943,SUP004,Prime Supplies,P106,Router,138,2819.03,389026.14,2024-01-25,2024-02-18,Cancelled
PO0944,SUP009,Metro Distributors,P113,SSD,147,4202.45,617760.15,2023-04-16,2023-05-06,Cancelled
PO0945,SUP009,Prime Supplies,P107,Tablet,97,15862.82,1538693.54,2023-12-16,2023-12-27,Ordered
PO0946,SUP007,Vertex Traders,P102,Printer,35,9404.2,329147.0,2024-11-14,2024-11-19,Delivered
PO0947,SUP008,Metro Distributors,P112,Webcam,119,2137.2,254326.8,2023-07-08,2023-07-26,Partially Delivered
PO0948,SUP006,Metro Distributors,P102,Printer,46,8356.27,384388.42,2023-10-14,2023-10-29,Delivered
PO0949,SUP007,Apex Industrial,P108,Scanner,103,7142.03,735629.09,2023-11-18,2023-12-17,Cancelled
PO0950,SUP010,National Electronics,P107,Tablet,76,15590.97,1184913.72,2024-06-07,2024-06-21,Delivered
PO0951,SUP006,Global Components,P103,Monitor,81,6353.95,514669.95,2024-08-14,2024-08-28,Ordered
PO0952,SUP007,Apex Industrial,P105,Mouse,114,663.88,75682.32,2023-11-19,2023-11-24,Delivered
PO0953,SUP002,Prime Supplies,P110,UPS,117,3888.58,454963.86,2024-06-30,2024-07-15,Ordered
PO0954,SUP008,Prime Supplies,P114,RAM,117,2963.14,346687.38,2024-04-03,2024-04-21,Delivered
PO0955,SUP010,Metro Distributors,P112,Webcam,91,2434.07,221500.37,2024-09-20,2024-10-09,Partially Delivered
PO0956,SUP010,Global Components,P111,Desktop,78,34017.56,2653369.68,2023-03-16,2023-03-25,Partially Delivered
PO0957,SUP004,Reliable Systems,P107,Tablet,105,18046.83,1894917.15,2023-07-10,2023-07-19,Cancelled
PO0958,SUP001,Reliable Systems,P108,Scanner,150,8029.3,1204395.0,2024-12-07,2025-01-03,Partially Delivered
PO0959,SUP002,Bluechip Suppliers,P108,Scanner,128,7670.21,981786.88,2023-05-21,2023-06-06,Partially Delivered
PO0960,SUP010,Bluechip Suppliers,P112,Webcam,23,2200.6,50613.8,2023-07-28,2023-08-09,Delivered
PO0961,SUP004,Metro Distributors,P102,Printer,84,8230.02,691321.68,2024-11-27,2024-12-06,Cancelled
PO0962,SUP005,Vertex Traders,P111,Desktop,49,31837.04,1560014.96,2024-08-04,2024-08-31,Ordered
PO0963,SUP007,Metro Distributors,P112,Webcam,111,2228.71,247386.81,2024-03-31,2024-04-05,Cancelled
PO0964,SUP004,ABC Technologies,P111,Desktop,66,31553.37,2082522.42,2024-06-16,2024-07-04,Ordered
PO0965,SUP001,Bluechip Suppliers,P102,Printer,45,9779.81,440091.45,2023-06-05,2023-06-10,Partially Delivered
PO0966,SUP009,Metro Distributors,P109,Projector,78,16462.6,1284082.8,2023-09-17,2023-10-16,Delivered
PO0967,SUP010,National Electronics,P113,SSD,64,3722.72,238254.08,2024-04-07,2024-05-03,Ordered
PO0968,SUP010,National Electronics,P113,SSD,140,3299.54,461935.6,2024-12-08,2024-12-30,Cancelled
PO0969,SUP006,Reliable Systems,P112,Webcam,31,2429.42,75312.02,2024-01-26,2024-01-31,Partially Delivered
PO0970,SUP001,Bluechip Suppliers,P115,Headset,121,1951.23,236098.83,2024-09-05,2024-09-14,Partially Delivered
PO0971,SUP004,Prime Supplies,P115,Headset,117,1521.55,178021.35,2023-02-23,2023-03-03,Partially Delivered
