asset_id,location,install_year,last_maintenance_year,usage_hours_per_month,failure_count,condition_score,maintenance_cost_last_year,asset_type,operational_state,disposal_decision
A0840,SiteB,2000,2006,170.94,4,0.7881443227536317,1356.37,Sensor,Obsolete,Discard
A0841,SiteB,2015,2023,139.55,2,0.7429578024404426,636.89,Transformer,Degraded,Retain
A0842,SiteA,2022,2022,105.88,1,0.2055821873871886,1676.89,Transformer,Obsolete,Recycle
A0843,ZoneX,2007,2012,125.56,4,0.7829092257376037,662.19,Meter,Obsolete,Discard
A0844,SiteA,2000,2004,72.92,1,0.2691390077509994,202.04,Meter,Obsolete,Discard
A0845,SiteB,2004,2012,140.27,2,0.7375464415662107,1612.79,Transformer,Obsolete,Recycle
A0846,SiteA,2002,2009,153.97,2,0.4764984216690791,1160.46,Meter,Obsolete,Discard
A0847,ZoneX,2013,2016,94.3,1,0.8704064704480576,1498.8,Sensor,Degraded,Recycle
A0848,SiteA,2005,2009,100.41,4,0.6999228575532321,1811.74,Meter,Obsolete,Sell
A0849,ZoneX,2007,2007,122.76,1,0.7082035447070057,1617.05,Transformer,Obsolete,Sell
A0850,SiteB,2004,2007,90.54,4,0.7207044363930329,1764.84,Meter,Obsolete,Sell
A0851,ZoneY,2012,2013,42.72,5,0.8538665453511309,514.25,Meter,Degraded,Retain
A0852,ZoneX,2020,2025,90.41,2,0.3025320198156302,1497.2,Meter,Obsolete,Recycle
A0853,ZoneX,2019,2020,137.57,4,0.5138491415782932,560.63,Meter,Degraded,Retain
A0854,ZoneY,2002,2009,60.99,3,0.4691823742034969,241.6,Transformer,Obsolete,Sell
A0855,ZoneY,2005,2007,121.19,5,0.4052503040562468,469.71,Sensor,Obsolete,Recycle
A0856,ZoneY,2013,2018,84.07,5,0.750778611534433,1364.9,Meter,Degraded,Retain
A0857,ZoneY,2010,2010,80.48,5,0.7151899679017513,795.6,Sensor,Obsolete,Recycle
A0858,SiteB,2003,2008,129.04,5,0.2430734295714099,1642.89,Meter,Obsolete,Discard
A0859,SiteB,2019,2025,114.36,4,0.16484733230945,319.93,Sensor,Obsolete,Sell
A0860,SiteA,2000,2001,86.06,5,0.2599299871591998,990.04,Transformer,Obsolete,Sell
A0861,ZoneY,2006,2006,105.0,2,0.9428659266780042,1673.73,Transformer,Obsolete,Discard
A0862,SiteB,2020,2020,83.53,5,0.3853462992475832,1758.26,Meter,Obsolete,Recycle
A0863,SiteA,2023,2025,94.94,1,0.649624046353129,1324.28,Meter,Degraded,Retain
A0864,SiteB,2013,2020,176.09,0,0.4729459956376993,251.34,Transformer,Degraded,Retain
A0865,SiteB,2009,2016,95.03,0,0.401289514383669,686.45,Transformer,Obsolete,Discard
A0866,SiteA,2016,2016,50.9,5,0.5226354489583351,220.83,Meter,Degraded,Retain
A0867,ZoneY,2001,2010,83.0,1,0.6950954427204541,1459.18,Sensor,Obsolete,Discard
A0868,ZoneX,2007,2013,108.68,3,0.2917913125186425,267.95,Transformer,Obsolete,Recycle
A0869,ZoneX,2021,2025,146.61,7,0.7885866522812517,1339.45,Transformer,Obsolete,Sell
A0870,ZoneX,2004,2010,88.94,2,0.6732440233153614,1302.16,Meter,Obsolete,Recycle
A0871,SiteA,2015,2015,144.75,2,0.3498541039319032,1260.41,Transformer,Obsolete,Recycle
A0872,ZoneX,2012,2012,109.37,2,0.1563129095817967,1068.51,Meter,Obsolete,Sell
A0873,ZoneX,2018,2021,159.0,3,0.8391854826556839,1544.62,Sensor,Degraded,Retain
A0874,SiteA,2001,2005,120.78,1,0.6395586598283632,1678.03,Sensor,Obsolete,Sell
A0875,SiteB,2002,2009,73.87,1,0.7778387958570476,1689.29,Transformer,Obsolete,Sell
A0876,SiteA,2018,2025,68.13,1,0.631376081828455,328.08,Meter,Degraded,Retain
A0877,SiteA,2004,2005,134.56,3,0.5878893125094398,617.22,Sensor,Obsolete,Recycle
A0878,SiteB,2014,2014,140.35,2,0.2550997373770861,1413.98,Sensor,Obsolete,Recycle
A0879,SiteB,2019,2019,131.46,1,0.6468311145986777,1441.34,Sensor,Degraded,Retain
A0880,SiteB,2004,2011,46.14,3,0.1018283129622119,238.97,Transformer,Obsolete,Recycle
A0881,SiteB,2017,2017,92.79,0,0.3815510843449639,1572.78,Meter,Obsolete,Sell
A0882,SiteA,2022,2024,124.6,3,0.1875645196953252,1060.57,Sensor,Obsolete,Discard
A0883,ZoneX,2011,2014,140.03,2,0.6202978144396132,767.1,Transformer,Degraded,Recycle
A0884,ZoneY,2020,2020,68.72,4,0.5035034224562457,883.34,Transformer,Degraded,Recycle
A0885,SiteB,2009,2013,148.38,5,0.7465859360412384,585.21,Transformer,Obsolete,Sell
A0886,SiteB,2016,2019,102.34,2,0.7846612313359935,1627.41,Transformer,Active,Retain
A0887,SiteB,2020,2021,114.6,1,0.1786523469238729,1426.75,Sensor,Obsolete,Recycle
A0888,ZoneX,2007,2013,155.15,4,0.4452228726491804,1494.26,Transformer,Obsolete,Recycle
A0889,ZoneX,2003,2011,136.11,5,0.399206777718501,458.64,Sensor,Obsolete,Recycle
A0890,SiteA,2012,2017,95.21,6,0.7965487621923936,862.37,Meter,Obsolete,Recycle
A0891,ZoneY,2005,2014,126.37,5,0.2854967818429348,1060.18,Meter,Obsolete,Discard
A0892,SiteA,2014,2018,93.58,3,0.5244539888514885,1084.43,Transformer,Degraded,Recycle
A0893,ZoneY,2018,2022,124.54,2,0.2945478462836739,1531.11,Transformer,Obsolete,Discard
A0894,SiteB,2006,2014,128.26,3,0.6397991832027485,1240.99,Meter,Obsolete,Sell
A0895,ZoneX,2006,2012,128.75,4,0.2470961524280459,1599.4,Sensor,Obsolete,Sell
A0896,ZoneX,2003,2003,144.71,0,0.7586825564682668,1291.37,Meter,Obsolete,Discard
A0897,SiteA,2002,2002,60.75,2,0.411484376785133,1739.16,Sensor,Obsolete,Recycle
A0898,SiteB,2005,2014,80.53,3,0.3530495085253489,292.17,Meter,Obsolete,Sell
A0899,SiteB,2002,2011,70.05,4,0.3565378483498529,1222.11,Sensor,Obsolete,Sell
A0900,SiteA,2021,2022,149.35,4,0.4268809811851966,483.09,Meter,Degraded,Retain
A0901,SiteA,2007,2010,60.37,5,0.6326203361649356,853.74,Meter,Obsolete,Sell
A0902,ZoneY,2005,2012,165.57,2,0.092776877741922,659.74,Meter,Obsolete,Sell
A0903,SiteA,2021,2025,91.82,7,0.7753559347672593,1145.45,Meter,Obsolete,Sell
A0904,ZoneX,2002,2010,88.01,0,0.7423358772546236,385.87,Transformer,Obsolete,Recycle
A0905,ZoneX,2018,2020,178.12,4,0.6504561321921039,652.72,Transformer,Degraded,Recycle
A0906,ZoneY,2004,2006,80.57,2,0.2838236111751135,1160.49,Transformer,Obsolete,Recycle
A0907,SiteA,2019,2020,84.04,3,0.2644779025658198,1015.4,Sensor,Obsolete,Sell
A0908,SiteA,2016,2022,81.08,1,0.7407037579833043,1604.47,Transformer,Degraded,Recycle
A0909,SiteA,2000,2000,171.5,6,0.3947849696500353,1805.8,Meter,Obsolete,Recycle
A0910,ZoneY,2018,2022,144.03,0,0.6420558850829718,1632.27,Meter,Degraded,Retain
A0911,ZoneY,2012,2016,80.77,2,0.3064518134431128,937.05,Meter,Obsolete,Discard
A0912,ZoneY,2006,2010,123.07,2,0.2807079230976231,1549.98,Sensor,Obsolete,Recycle
A0913,SiteB,2021,2025,95.2,0,0.4941927835945006,1262.54,Transformer,Degraded,Retain
A0914,ZoneX,2019,2020,134.3,2,0.5370029190062804,1741.06,Transformer,Degraded,Retain
A0915,ZoneY,2007,2012,89.85,4,0.6816786115831319,1598.18,Sensor,Obsolete,Discard
A0916,ZoneY,2016,2018,102.9,3,0.3826495839022821,1214.85,Sensor,Obsolete,Recycle
A0917,ZoneX,2014,2023,118.5,3,0.1932135954678712,1553.38,Sensor,Obsolete,Discard
A0918,ZoneY,2012,2020,111.49,5,0.6416474784529065,1825.0,Transformer,Degraded,Recycle
A0919,ZoneY,2000,2006,129.79,3,0.6954216005386441,1926.99,Meter,Obsolete,Sell
A0920,ZoneY,2013,2021,62.4,4,0.1626398825267389,1437.5,Transformer,Obsolete,Sell
A0921,SiteB,2003,2005,110.29,2,0.1774883011705981,1173.7,Transformer,Obsolete,Discard
A0922,ZoneX,2001,2008,97.51,3,0.3081776473451076,206.1,Transformer,Obsolete,Discard
A0923,SiteA,2005,2012,95.73,3,0.4309421976945128,1221.47,Meter,Obsolete,Sell
A0924,SiteA,2000,2007,147.54,3,0.1935800720469417,328.17,Sensor,Obsolete,Sell
A0925,SiteA,2014,2015,119.34,2,0.4160524897526982,1699.0,Transformer,Degraded,Retain
A0926,SiteB,2013,2014,97.14,2,0.8133418764232058,636.64,Meter,Degraded,Recycle
A0927,SiteA,2000,2008,123.36,4,0.5487732990990906,855.48,Transformer,Obsolete,Recycle
A0928,ZoneX,2003,2007,94.67,4,0.3345556782128181,1300.37,Meter,Obsolete,Sell
A0929,ZoneY,2012,2012,104.58,5,0.0904004109286099,477.34,Transformer,Obsolete,Sell
A0930,ZoneX,2016,2025,162.8,2,0.4714411006080558,608.37,Meter,Degraded,Retain
A0931,SiteB,2008,2010,123.73,2,0.7380879678254241,686.0,Meter,Obsolete,Sell
A0932,ZoneY,2007,2010,81.99,5,0.4129796944032174,1674.8,Sensor,Obsolete,Sell
A0933,ZoneY,2011,2011,81.29,2,0.805948307901083,1707.03,Transformer,Degraded,Retain
A0934,SiteB,2003,2012,151.32,1,0.4305563830328254,841.49,Sensor,Obsolete,Recycle
A0935,ZoneX,2013,2015,106.45,5,0.3829471663934903,246.14,Transformer,Obsolete,Recycle
A0936,ZoneX,2010,2018,77.98,2,0.6803041841326323,916.78,Transformer,Obsolete,Recycle
A0937,ZoneX,2003,2006,97.0,3,0.2345365564219675,1481.52,Meter,Obsolete,Sell
A0938,SiteA,2021,2025,135.63,2,0.4419471348298906,1202.18,Meter,Degraded,Recycle
A0939,SiteA,2017,2022,95.65,2,0.948775245540636,1319.9,Meter,Active,Retain
A0940,ZoneX,2012,2012,112.93,5,0.9647443541810518,1267.38,Transformer,Degraded,Recycle
A0941,SiteA,2011,2013,97.12,3,0.2669972563724557,319.1,Meter,Obsolete,Recycle
A0942,ZoneY,2007,2008,52.63,1,0.7731391058858574,1295.76,Sensor,Obsolete,Sell
A0943,ZoneX,2021,2025,113.1,2,0.4049784426483362,1315.94,Sensor,Degraded,Recycle
A0944,ZoneX,2023,2024,127.37,1,0.1467806388969888,218.13,Sensor,Obsolete,Recycle
A0945,SiteA,2001,2004,116.38,5,0.7058128061086323,556.59,Transformer,Obsolete,Recycle
A0946,SiteB,2005,2014,91.34,1,0.5908503765815911,1908.51,Transformer,Obsolete,Sell
A0947,ZoneY,2008,2009,121.52,3,0.2673653113033247,910.62,Sensor,Obsolete,Sell
A0948,ZoneY,2016,2020,90.14,3,0.7711988556173233,903.29,Transformer,Degraded,Recycle
A0949,ZoneX,2013,2018,65.66,1,0.5105146799643848,655.06,Transformer,Degraded,Recycle
A0950,ZoneX,2008,2016,121.8,3,0.1309640468317407,1440.12,Sensor,Obsolete,Discard
A0951,SiteA,2005,2008,134.54,7,0.7819959908353518,1416.61,Meter,Obsolete,Discard
A0952,SiteB,2019,2020,104.21,4,0.5545687127141009,1465.01,Transformer,Degraded,Recycle
A0953,ZoneX,2019,2022,98.96,2,0.4006900636133161,1901.34,Transformer,Degraded,Retain
A0954,SiteB,2016,2021,82.37,2,0.4555642360789549,760.1,Transformer,Degraded,Retain
A0955,SiteA,2004,2008,57.79,1,0.0760832928762275,823.45,Meter,Obsolete,Discard
A0956,ZoneY,2001,2004,117.0,2,0.5362392011454449,287.39,Meter,Obsolete,Recycle
A0957,ZoneY,2013,2014,69.8,6,0.5223433442043772,480.65,Transformer,Obsolete,Recycle
A0958,SiteA,2016,2023,121.15,5,0.5514035365950937,798.16,Transformer,Degraded,Recycle
A0959,SiteB,2009,2011,117.4,1,0.5351221556696899,773.62,Meter,Obsolete,Sell
A0960,SiteB,2014,2016,87.66,1,0.3488599879360798,1915.54,Transformer,Obsolete,Discard
A0961,SiteB,2008,2016,112.8,3,0.212570163255869,1799.99,Sensor,Obsolete,Recycle
A0962,SiteA,2015,2019,61.23,5,0.8668116407561604,757.87,Sensor,Degraded,Retain
A0963,ZoneX,2012,2021,120.38,0,0.435386545850874,240.14,Transformer,Degraded,Retain
A0964,ZoneY,2017,2020,86.59,2,0.7191353875837554,221.43,Meter,Degraded,Retain
A0965,SiteB,2010,2019,78.06,2,0.797743071721592,1492.41,Meter,Obsolete,Recycle
A0966,SiteA,2001,2007,122.1,3,0.2455314843152681,1224.32,Sensor,Obsolete,Recycle
A0967,SiteA,2005,2014,81.83,3,0.8723156323442244,572.14,Meter,Obsolete,Discard
A0968,ZoneX,2022,2025,64.61,5,0.5884429659014873,415.81,Meter,Degraded,Retain
A0969,SiteB,2016,2021,94.58,3,0.2906422866852531,972.95,Sensor,Obsolete,Sell
A0970,SiteA,2003,2005,95.49,6,0.2874088587050304,1329.92,Sensor,Obsolete,Sell
A0971,ZoneY,2016,2018,138.16,0,0.5322141774553668,234.77,Sensor,Degraded,Retain
A0972,ZoneX,2016,2020,47.14,2,0.8715239233440081,1947.76,Transformer,Active,Retain
A0973,ZoneY,2017,2025,61.33,4,0.6871379243074088,744.72,Sensor,Degraded,Retain
A0974,ZoneY,2004,2010,116.79,2,0.0766388599159963,1395.84,Meter,Obsolete,Recycle
A0975,SiteA,2018,2024,106.09,1,0.8847701836311956,672.47,Transformer,Active,Retain
A0976,SiteA,2020,2022,119.56,2,0.5356713609964353,1828.38,Sensor,Degraded,Recycle
A0977,ZoneY,2012,2013,84.65,2,0.5504035394997916,585.29,Meter,Degraded,Retain
A0978,SiteA,2000,2003,125.77,4,0.8419610690588514,456.6,Sensor,Obsolete,Sell
A0979,SiteB,2022,2025,131.34,5,0.1493206241312542,764.72,Sensor,Obsolete,Recycle
A0980,ZoneY,2012,2018,112.83,2,0.4265795064371203,1033.61,Meter,Degraded,Recycle
A0981,ZoneY,2001,2002,117.64,3,0.6690044543029409,1912.89,Meter,Obsolete,Discard
A0982,SiteA,2007,2009,135.53,4,0.4878006169621206,231.44,Transformer,Obsolete,Recycle
A0983,ZoneX,2018,2023,98.2,3,0.4570178941211846,317.24,Meter,Degraded,Recycle
A0984,ZoneX,2009,2013,124.25,3,0.2501479675578986,1439.53,Sensor,Obsolete,Sell
A0985,ZoneX,2004,2008,86.65,3,0.8099119102830298,684.58,Sensor,Obsolete,Discard
A0986,SiteA,2021,2025,109.76,3,0.3655541880398833,1110.77,Transformer,Obsolete,Sell
A0987,SiteA,2013,2016,128.78,3,0.1529327870657631,679.69,Meter,Obsolete,Recycle
A0988,SiteB,2006,2010,145.91,4,0.6897755481047619,547.04,Transformer,Obsolete,Sell
A0989,ZoneY,2004,2007,90.95,6,0.4009630840977726,951.45,Transformer,Obsolete,Discard
A0990,ZoneY,2001,2008,162.05,0,0.4116451472875518,919.11,Transformer,Obsolete,Recycle
A0991,ZoneX,2005,2012,61.29,3,0.8552466761226454,1876.54,Meter,Obsolete,Sell
A0992,ZoneX,2002,2006,52.02,2,0.8324993668456676,1506.99,Transformer,Obsolete,Recycle
A0993,ZoneX,2016,2021,70.96,2,0.4749614621505427,1232.45,Sensor,Degraded,Retain
A0994,SiteB,2023,2025,121.73,4,0.5055338426789542,687.32,Meter,Degraded,Recycle
A0995,SiteB,2018,2022,120.92,5,0.491855396766975,1738.68,Meter,Degraded,Retain
A0996,SiteB,2010,2012,96.66,2,0.4987570234776655,1475.7,Meter,Obsolete,Sell
A0997,ZoneX,2006,2007,73.65,2,0.6744058070002652,603.86,Meter,Obsolete,Sell
A0998,SiteA,2002,2011,88.95,5,0.2733052423306611,1116.58,Meter,Obsolete,Recycle
A0999,ZoneY,2022,2024,151.57,4,0.9289024910748812,807.31,Sensor,Degraded,Retain
A1000,SiteB,2013,2022,96.84,1,0.603676190807345,1798.42,Meter,Degraded,Retain
A1001,SiteB,2014,2023,153.37,1,0.8745327406132778,1102.93,Meter,Degraded,Recycle
A1002,SiteA,2016,2025,119.52,5,0.4375114369031931,805.09,Meter,Degraded,Retain
A1003,SiteA,2021,2021,117.58,1,0.572760255261726,772.97,Meter,Degraded,Recycle
A1004,SiteB,2009,2010,95.2,4,0.4968786325050448,591.43,Sensor,Obsolete,Sell
A1005,SiteB,2023,2025,94.86,3,0.9136579631305032,1872.1,Sensor,Degraded,Recycle
A1006,ZoneY,2000,2009,94.1,1,0.4394483537485427,420.88,Meter,Obsolete,Recycle
A1007,SiteB,2009,2016,92.26,2,0.7384610826113306,846.55,Transformer,Obsolete,Sell
A1008,SiteA,2015,2016,98.61,2,0.7398663762264927,1169.29,Meter,Degraded,Retain
A1009,ZoneX,2009,2018,118.68,4,0.6908007404763794,266.41,Meter,Obsolete,Discard
A1010,SiteA,2023,2025,83.57,3,0.5306350612258731,1905.68,Sensor,Degraded,Retain
A1011,ZoneX,2011,2019,109.71,1,0.5138796621765437,1793.21,Transformer,Degraded,Recycle
A1012,ZoneY,2019,2025,75.1,4,0.7308853737348261,467.09,Transformer,Degraded,Recycle
A1013,SiteB,2013,2014,141.04,1,0.1461640582542132,891.09,Sensor,Obsolete,Sell
A1014,SiteB,2012,2012,89.74,2,0.2957143951010411,307.87,Transformer,Obsolete,Discard
A1015,ZoneY,2016,2019,42.23,2,0.8588226454995138,1055.41,Transformer,Active,Retain
A1016,ZoneY,2021,2025,120.2,7,0.4534432127421406,1558.05,Transformer,Obsolete,Discard
A1017,ZoneY,2009,2009,105.93,5,0.0567187277101803,662.57,Transformer,Obsolete,Recycle
A1018,SiteA,2003,2003,53.24,4,0.3882988742240007,891.41,Sensor,Obsolete,Recycle
A1019,ZoneY,2009,2015,116.03,7,0.1504655214325409,605.07,Transformer,Obsolete,Sell
A1020,ZoneY,2004,2013,59.88,4,0.570446811464608,488.69,Transformer,Obsolete,Sell
A1021,ZoneY,2003,2010,86.53,3,0.3318488901548134,985.43,Transformer,Obsolete,Discard
A1022,SiteB,2008,2014,93.17,2,0.5008381704766932,1616.53,Meter,Obsolete,Recycle
A1023,SiteB,2022,2025,117.78,3,0.9102886411174872,850.49,Transformer,Degraded,Retain
A1024,ZoneX,2018,2020,49.21,7,0.2628699525991615,1625.99,Transformer,Obsolete,Discard
A1025,ZoneY,2002,2009,133.24,7,0.8531786953297488,259.86,Meter,Obsolete,Recycle
A1026,ZoneY,2021,2025,21.6,6,0.3226127941733364,1208.68,Transformer,Obsolete,Recycle
A1027,ZoneY,2000,2001,49.51,1,0.7221056010905688,1209.28,Sensor,Obsolete,Discard
A1028,ZoneY,2004,2010,52.34,1,0.8420117371710661,1060.18,Transformer,Obsolete,Recycle
A1029,ZoneY,2021,2025,94.31,4,0.3000098619972382,1521.89,Transformer,Obsolete,Discard
A1030,SiteA,2019,2024,82.19,1,0.5758535383714583,1218.02,Sensor,Degraded,Retain
A1031,SiteB,2021,2025,82.16,6,0.6354682853968456,512.1,Meter,Obsolete,Sell
A1032,ZoneY,2009,2016,74.99,3,0.5598437991622195,1917.23,Meter,Obsolete,Discard
A1033,SiteB,2010,2011,107.73,5,0.1824676118951814,1714.77,Sensor,Obsolete,Sell
A1034,ZoneY,2010,2010,111.28,4,0.2833080940130881,696.23,Sensor,Obsolete,Recycle
A1035,SiteB,2011,2015,91.17,0,0.3990253320483543,256.04,Sensor,Obsolete,Recycle
A1036,ZoneX,2010,2015,124.61,5,0.7645490975102378,971.75,Sensor,Obsolete,Sell
A1037,SiteA,2000,2001,143.73,3,0.6936954028872537,1837.92,Transformer,Obsolete,Discard
A1038,SiteB,2002,2003,80.12,1,0.6394867762873031,308.8,Transformer,Obsolete,Sell
A1039,SiteB,2012,2013,49.86,3,0.7690070408528323,1731.97,Sensor,Degraded,Retain
A1040,SiteA,2018,2024,131.32,2,0.281892503876006,912.84,Sensor,Obsolete,Discard
A1041,SiteA,2004,2006,87.02,3,0.3490194774894742,422.99,Sensor,Obsolete,Discard
A1042,SiteB,2008,2013,101.31,2,0.5089947885542959,922.51,Meter,Obsolete,Recycle
A1043,ZoneY,2018,2025,87.89,2,0.4764487004119642,1186.17,Sensor,Degraded,Recycle
A1044,SiteB,2002,2010,92.51,1,0.3936980305394744,1653.6,Transformer,Obsolete,Discard
A1045,ZoneY,2008,2010,96.92,4,0.4191994013903917,1819.91,Meter,Obsolete,Sell
A1046,ZoneX,2002,2011,126.94,5,0.4736780500403282,534.72,Transformer,Obsolete,Recycle
A1047,SiteB,2018,2021,117.88,3,0.6305368699055676,477.68,Transformer,Degraded,Retain
A1048,SiteB,2009,2015,120.99,5,0.1239554357243964,405.29,Meter,Obsolete,Discard
A1049,SiteB,2001,2010,113.93,2,0.7327636890989656,1923.55,Meter,Obsolete,Recycle
A1050,SiteA,2007,2014,56.92,1,0.7697836740217902,339.77,Transformer,Obsolete,Recycle
A1051,ZoneX,2020,2021,122.6,4,0.3781322597289229,1003.88,Sensor,Obsolete,Discard
A1052,SiteB,2021,2025,59.01,1,0.5171464783494417,1072.6,Transformer,Degraded,Recycle
A1053,ZoneY,2001,2008,135.3,7,0.6550548311194843,1937.72,Meter,Obsolete,Discard
A1054,ZoneY,2012,2015,77.06,3,0.1360338112183689,1572.84,Meter,Obsolete,Recycle
A1055,SiteA,2015,2022,122.03,4,0.9404319768437168,1040.09,Transformer,Degraded,Recycle
A1056,SiteB,2002,2002,117.35,4,0.1179547297207673,400.37,Transformer,Obsolete,Recycle
A1057,SiteB,2016,2021,148.17,2,0.6738240103304327,1783.83,Meter,Degraded,Recycle
A1058,ZoneY,2019,2025,80.42,0,0.5118879588861142,1601.4,Transformer,Degraded,Recycle
A1059,ZoneY,2005,2011,67.49,5,0.749801710337878,503.49,Sensor,Obsolete,Sell
A1060,ZoneY,2007,2008,149.28,5,0.3838022248095907,588.77,Meter,Obsolete,Sell
A1061,SiteA,2017,2019,88.07,4,0.5430275866399272,661.55,Sensor,Degraded,Recycle
A1062,ZoneY,2015,2024,98.9,3,0.8050369376242154,1799.82,Sensor,Degraded,Retain
A1063,SiteB,2004,2012,45.23,2,0.5036567458125598,1031.6,Meter,Obsolete,Sell
A1064,ZoneY,2006,2010,61.46,0,0.3541011581069825,1257.26,Transformer,Obsolete,Sell
A1065,ZoneX,2000,2007,98.02,4,0.5150660487855777,816.68,Meter,Obsolete,Sell
A1066,SiteB,2003,2003,100.07,3,0.2746545642321285,480.65,Sensor,Obsolete,Sell
A1067,SiteB,2001,2005,161.86,1,0.5847131945289707,1166.82,Meter,Obsolete,Discard
A1068,ZoneX,2015,2018,88.44,4,0.0476489730253479,1660.78,Transformer,Obsolete,Discard
A1069,ZoneX,2016,2024,75.32,2,0.3961748592726815,1551.67,Meter,Obsolete,Discard
A1070,ZoneX,2011,2014,106.93,4,0.6648957539275747,1925.33,Meter,Degraded,Retain
A1071,SiteA,2020,2025,77.41,3,0.645847775592918,206.69,Meter,Degraded,Recycle
A1072,SiteB,2020,2021,159.29,3,0.5669541428891726,421.02,Transformer,Degraded,Retain
A1073,ZoneX,2005,2007,121.88,3,0.6606799291789598,981.96,Sensor,Obsolete,Recycle
A1074,SiteB,2002,2010,63.52,5,0.6666369447243717,772.94,Sensor,Obsolete,Recycle
A1075,ZoneX,2022,2025,79.52,3,0.2397583332597647,1238.01,Sensor,Obsolete,Discard
A1076,SiteB,2007,2011,67.32,2,0.81085340561178,1043.44,Meter,Obsolete,Discard
A1077,SiteB,2003,2004,86.22,8,0.8096343206749422,563.49,Transformer,Obsolete,Discard
A1078,SiteB,2020,2021,115.06,2,0.8340029409579572,228.29,Transformer,Active,Retain
A1079,SiteB,2021,2024,138.01,3,0.7375518498009195,804.64,Sensor,Degraded,Recycle
A1080,SiteB,2005,2010,121.7,5,0.3381796773170877,604.71,Meter,Obsolete,Sell
A1081,SiteB,2021,2025,130.21,4,0.7102080705727983,1975.44,Transformer,Degraded,Recycle
A1082,SiteA,2001,2007,124.87,3,0.7753269095250124,1918.37,Sensor,Obsolete,Discard
A1083,SiteA,2018,2025,77.6,3,0.6688639575786899,1397.85,Sensor,Degraded,Recycle
A1084,ZoneX,2022,2025,86.7,5,0.2754460794851841,1429.34,Sensor,Obsolete,Sell
A1085,ZoneX,2015,2023,147.4,4,0.5672554615464723,713.29,Meter,Degraded,Retain
A1086,SiteB,2019,2019,69.11,3,0.5948790930657589,898.12,Sensor,Degraded,Recycle
A1087,SiteA,2008,2012,97.34,1,0.7384190662173671,1342.19,Sensor,Obsolete,Recycle
A1088,ZoneX,2012,2019,161.02,2,0.5921764525770985,1052.63,Sensor,Degraded,Retain
A1089,SiteB,2006,2012,170.46,5,0.7083643055366131,380.89,Meter,Obsolete,Recycle
A1090,SiteA,2011,2016,112.77,3,0.5922291605115897,563.07,Transformer,Degraded,Retain
A1091,ZoneY,2010,2019,174.13,1,0.784442926070609,496.74,Meter,Obsolete,Discard
A1092,ZoneY,2000,2009,114.41,5,0.7126759730125464,1448.11,Sensor,Obsolete,Discard
A1093,ZoneY,2012,2019,78.64,0,0.8547485817884377,1493.96,Sensor,Degraded,Recycle
A1094,ZoneY,2017,2023,101.03,5,0.4179241993772879,1249.16,Meter,Degraded,Retain
A1095,ZoneX,2010,2014,111.61,3,0.6786382760454844,654.41,Meter,Obsolete,Recycle
A1096,SiteB,2015,2015,68.47,4,0.6392636393773576,1499.88,Transformer,Degraded,Retain
A1097,ZoneX,2014,2022,82.07,3,0.3061734229756179,289.97,Sensor,Obsolete,Sell
A1098,SiteA,2018,2023,124.2,3,0.649029009669682,1303.43,Sensor,Degraded,Recycle
A1099,ZoneY,2005,2009,113.52,4,0.762294780453672,1042.51,Meter,Obsolete,Sell
A1100,ZoneX,2015,2016,113.01,3,0.6037261335454428,1181.43,Sensor,Degraded,Retain
A1101,SiteB,2007,2014,91.57,0,0.2948049723092187,1508.27,Meter,Obsolete,Discard
A1102,SiteB,2005,2008,112.87,4,0.7691901272870122,1571.01,Sensor,Obsolete,Recycle
A1103,SiteB,2003,2010,73.74,5,0.2856755280239305,461.12,Transformer,Obsolete,Recycle
A1104,ZoneY,2022,2025,143.68,2,0.6851042034505808,1018.83,Meter,Degraded,Recycle
A1105,ZoneY,2020,2021,74.25,7,0.3614929292874013,1670.75,Meter,Obsolete,Sell
A1106,ZoneX,2006,2012,89.98,3,0.3816735884168155,1113.03,Meter,Obsolete,Sell
A1107,ZoneY,2003,2005,103.74,3,0.4070535689288873,552.26,Sensor,Obsolete,Sell
A1108,SiteB,2018,2025,68.91,3,0.0953361933626829,1438.6,Meter,Obsolete,Sell
A1109,SiteA,2022,2024,144.5,6,0.0485405906049248,1406.73,Sensor,Obsolete,Recycle
A1110,ZoneY,2008,2008,193.95,2,0.389159617522452,801.64,Meter,Obsolete,Sell
A1111,SiteB,2006,2013,145.71,3,0.1919893592844204,744.91,Sensor,Obsolete,Recycle
A1112,SiteB,2022,2025,133.42,3,0.6234802239883448,1211.01,Sensor,Degraded,Retain
A1113,SiteB,2007,2008,112.48,3,0.6792055614629454,1795.33,Meter,Obsolete,Sell
A1114,SiteB,2023,2025,92.15,6,0.7357723709721475,876.59,Sensor,Obsolete,Sell
A1115,SiteA,2015,2020,123.85,6,0.4815482245145123,1217.0,Meter,Obsolete,Sell
A1116,SiteB,2022,2025,38.16,3,0.7704257871447541,233.03,Meter,Degraded,Retain
A1117,ZoneX,2001,2006,70.41,1,0.4411446989635151,1286.02,Meter,Obsolete,Sell
A1118,SiteB,2019,2024,110.45,5,0.3163376228542229,966.98,Meter,Obsolete,Recycle
A1119,ZoneY,2000,2002,141.88,2,0.6601746112121685,338.01,Sensor,Obsolete,Discard
A1120,ZoneX,2013,2019,78.42,1,0.4176404131057928,334.9,Meter,Degraded,Retain
